hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.unscrambleResult	Answer.cost	Answer.difficulty
39HYCOOPKOZ3KMEOB9RLH453G6BMDI	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:34 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#2	3600	2592000	Sun Feb 28 01:22:34 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=39HYCOOPKOZ3KMEOB9RLH453G6BMDI	32UTUBMZ7HAWIW771768YUVYEIRVB6	A3B9OZQTE4US3T	Approved	Sun Mar 27 09:30:10 EDT 2016	Fri Feb 26 08:29:18 EST 2016	Fri Feb 26 08:30:10 EST 2016	Fri Feb 26 14:46:51 EST 2016						0.05	2
3PGQRAZX02Y9GSMKR2AL6YEAQJYSY7	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:35 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#3	3600	2592000	Sun Feb 28 01:22:35 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3PGQRAZX02Y9GSMKR2AL6YEAQJYSY7	3HMVI3QICK6C9SKK4L03ZHMJAN2Y1Z	A3D1QO30YR8G0F	Approved	Sun Mar 27 09:33:46 EDT 2016	Fri Feb 26 08:29:40 EST 2016	Fri Feb 26 08:33:46 EST 2016	Fri Feb 26 14:39:13 EST 2016					Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ 	0.03	3
363A7XIFV40OC25L5R1AEZGAMWPVA5	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:35 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.05#2	3600	2592000	Sun Feb 28 01:22:35 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=363A7XIFV40OC25L5R1AEZGAMWPVA5	3HMIGG0U4MKUKS45369IER9ROSKY8T	A3G6GV3CKK9QE1	Approved	Sun Mar 27 03:05:56 EDT 2016	Fri Feb 26 02:01:23 EST 2016	Fri Feb 26 02:05:56 EST 2016	Fri Feb 26 14:39:05 EST 2016						0.05	2
3Z3R5YC0P314V1I4BCNNRI3GMRNTF1	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:34 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#3	3600	2592000	Sun Feb 28 01:22:34 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3Z3R5YC0P314V1I4BCNNRI3GMRNTF1	3IRIK4HM3BYUDBKCEZUVXMLHFA2C65	A3HVFSD8K94SOR	Approved	Sun Mar 27 09:44:44 EDT 2016	Fri Feb 26 08:42:56 EST 2016	Fri Feb 26 08:44:44 EST 2016	Fri Feb 26 14:44:33 EST 2016						0.01	3
3UZUVSO3P798CSSO7425NMNOGICMEB	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:34 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#3	3600	2592000	Sun Feb 28 01:22:34 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3UZUVSO3P798CSSO7425NMNOGICMEB	3HHRAGRYX9JI4JJD2B6YCW60UPSO9O	A3J0FLF3A8G5A	Approved	Sun Mar 27 09:45:09 EDT 2016	Fri Feb 26 08:31:23 EST 2016	Fri Feb 26 08:45:09 EST 2016	Fri Feb 26 14:46:43 EST 2016					Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ Linus ||| Torvalds ||| wrote ||| hating ||| C++ ||| on ||| a ||| famous ||| rant ||| . |||  $$$ Have ||| 15-16 ||| prisoners ||| imprisoned ||| during ||| October ||| riots ||| been ||| released ||| ? |||  $$$ When ||| was ||| the ||| attack ||| on ||| the ||| London ||| subway ||| ? |||  $$$ EB ||| Games ||| opens ||| pre-orders ||| , ||| disses ||| Zune ||| Jobs ||| . |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on ||| fat ||| , ||| calories ||| . |||  $$$ Bacteria ||| grow ||| in ||| a ||| wide ||| variety ||| of ||| habitats ||| and ||| conditions ||| . |||  $$$ My ||| dog ||| needed ||| surgery ||| after ||| eating ||| a ||| rupee ||| coin ||| . |||  $$$ The ||| lettuce ||| started ||| to ||| wilt ||| so ||| it ||| has ||| sat ||| out ||| long ||| . |||  $$$ Cook ||| hamburger ||| , ||| pasta ||| , ||| and ||| sausage ||| for ||| dinner ||| . |||  $$$ Was ||| bin ||| Laden ||| behind ||| the ||| September ||| 11 ||| attacks ||| ? |||  $$$ He ||| caught ||| a ||| slanted ||| pass ||| and ||| broke ||| into ||| the ||| corner ||| , ||| scoring ||| before ||| being ||| pushed ||| toward ||| the ||| inside ||| snowbank ||| . |||  $$$ I ||| saw ||| her ||| while ||| she ||| was ||| chewing ||| gum ||| . |||  $$$ Have ||| Ms. ||| Currie ||| 's ||| lawyers ||| stated ||| she ||| 's ||| not ||| aware ||| of ||| any ||| unethical ||| conduct ||| ? |||  $$$ Do ||| n't ||| sleep ||| in ||| the ||| subway ||| , ||| darling ||| . |||  $$$ Humans ||| have ||| an ||| erect ||| upper ||| body ||| carriage ||| that ||| frees ||| their ||| limbs ||| for ||| using tools ||| and ||| manipulating objects ||| . |||  $$$ Sony ||| recall ||| saga ||| : ||| Laptop ||| battery ||| joins ||| in ||| . |||  $$$ My ||| dog ||| ate ||| a ||| pumpkin ||| pie ||| last ||| Thanksgiving ||| . |||  $$$ Al ||| Qaeda ||| texts ||| to ||| be ||| published ||| in ||| US ||| book |||  $$$ The ||| baby ||| learned ||| to ||| crawl ||| , ||| walk ||| , ||| and ||| then ||| talk ||| . |||  $$$ I ||| saw ||| she ||| was ||| chewing ||| her ||| bone ||| a ||| while ||| . |||  $$$ Two ||| trains ||| crash ||| in ||| Rome ||| metro ||| , ||| dozens ||| hurt ||| . |||  $$$ 	0.01	3
30F94FBDNRYEIK6O6A1R8SCV7TVTBJ	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:31 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#1	3600	2592000	Sun Feb 28 01:22:31 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=30F94FBDNRYEIK6O6A1R8SCV7TVTBJ	3OB0CAO74I3ND35Y6A3OR42QRCZYHZ	A3JODCUHJMCSA2	Approved	Sun Mar 27 09:41:21 EDT 2016	FALSE	Fri Feb 26 08:41:21 EST 2016	Fri Feb 26 15:00:24 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ There ||| are some portability issues with Boost ||| , ||| but ||| STL ||| is very portable ||| . |||  $$$ In ||| which city ||| is ||| John 's laptop ||| on the evening of Dec. 10th ||| ? |||  $$$ Have ||| prisoners ||| been ||| imprisoned during October 15-16 riots ||| released ||| ? |||  $$$ Was ||| the ||| painting ||| harmed ||| during the war ||| ? |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on fat , calories ||| . |||  $$$ I ||| ate ||| a stick of chewing gum ||| . |||  $$$ Mattel ||| , ||| UnitedHealth ||| rise ||| . |||  $$$ Stanford ||| is ||| located in California ||| . |||  $$$ The ||| baby ||| learned ||| to crawl , walk , and then talk ||| . |||  $$$ Pick ||| up ||| the torque wrench ||| . |||  $$$ Is ||| this ||| his ||| computer ||| ? |||  $$$ Sony ||| : ||| joins in ||| Laptop battery recall saga ||| . |||  $$$ Most ||| dogs ||| eat ||| kibble ||| . |||  $$$ Turn ||| left ||| at the light ||| . |||  $$$ Carnage ||| in ||| Sri Lanka ||| . |||  $$$ Are ||| you ||| going ||| ? |||  $$$ How ||| are ||| you ||| ? |||  $$$ Get ||| me ||| the book on the coffee table ||| . |||  $$$ The ||| dog ||| bit ||| the cat ||| . |||  $$$ A third ||| of the crows ||| are ||| dead ||| . |||  $$$ One in two injecting drug users ||| test ||| positive for HIV ||| in Jakarta ||| now ||| . |||  $$$ But ||| Cech ||| stays ||| in ||| for observation ||| . |||  $$$ All ||| four ||| have ||| denied they are linked to al-Qaeda ||| . |||  $$$ In ||| the 60s ||| , ||| Yoko ||| Ono ||| married John Lennon ||| and ||| campaigned for peace in Vietnam ||| . |||  $$$ Healthy ||| move ||| for ||| Disney ||| ? |||  $$$ Japan ||| welcomes UN resolution on N Korea ||| , ||| eyes further sanction ||| . |||  $$$ Food ||| shortages ||| looming ||| as N Korea faces sanctions ||| . |||  $$$ NK ||| test ||| yet ||| to be confirmed ||| . |||  $$$ The ||| European ||| parliament ||| is ||| the only directly elected EU body ||| . |||  $$$ 	0.01	1
3M47JKRKCXFPEOX57L9O6GUGFFZ68M	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:32 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#1	3600	2592000	Sun Feb 28 01:22:32 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3M47JKRKCXFPEOX57L9O6GUGFFZ68M	3OB0CAO74I3ND35Y6A3OR42QRC0HYJ	A3LMCFV79DBWJR	Approved	Sun Mar 27 09:39:43 EDT 2016	Fri Feb 26 08:34:13 EST 2016	Fri Feb 26 08:39:43 EST 2016	Fri Feb 26 14:50:21 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ There ||| are some portability issues with Boost ||| , ||| but ||| STL ||| is very portable ||| . |||  $$$ In ||| which city ||| is ||| John 's laptop ||| on the evening of Dec. 10th ||| ? |||  $$$ Have ||| prisoners ||| imprisoned during October 15-16 riots ||| been ||| released ||| ? |||  $$$ Was ||| the ||| painting ||| harmed ||| during the war ||| ? |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on fat , calories ||| . |||  $$$ I ||| ate ||| a stick of chewing gum ||| . |||  $$$ Mattel ||| , ||| UnitedHealth ||| rise ||| . |||  $$$ Stanford ||| is ||| located in California ||| . |||  $$$ The ||| baby ||| learned ||| to crawl , walk , and then talk ||| . |||  $$$ Pick ||| up ||| the torque wrench ||| . |||  $$$ Is ||| this ||| his ||| computer ||| ? |||  $$$ Sony ||| joins in ||| : ||| Laptop battery recall saga ||| . |||  $$$ Most ||| dogs ||| eat ||| kibble ||| . |||  $$$ Turn ||| left ||| at the light ||| . |||  $$$ Sri Lanka ||| in ||| Carnage ||| . |||  $$$ Are ||| you ||| going ||| ? |||  $$$ How ||| are ||| you ||| ? |||  $$$ Get ||| me ||| the book on the coffee table ||| . |||  $$$ The ||| dog ||| bit ||| the cat ||| . |||  $$$ A third ||| of the crows ||| are ||| dead ||| . |||  $$$ One in two injecting drug users ||| now ||| test ||| positive for HIV ||| in Jakarta ||| . |||  $$$ But ||| Cech ||| stays ||| in ||| for observation ||| . |||  $$$ All ||| four ||| have ||| denied they are linked to al-Qaeda ||| . |||  $$$ In ||| the 60s ||| Yoko ||| Ono ||| married John Lennon ||| , ||| and ||| campaigned for peace in Vietnam ||| . |||  $$$ Healthy ||| move ||| for ||| Disney ||| ? |||  $$$ 	0.03	1
337F8MIIMZRTHCOOTT3UG34K0QH40C	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:35 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#3	3600	2592000	Sun Feb 28 01:22:35 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=337F8MIIMZRTHCOOTT3UG34K0QH40C	3TPZPLC3M1QEAH6Y02I3AJ8442F3P4	A3N47GH8JA99G7	Approved	Sun Mar 27 09:41:30 EDT 2016	Fri Feb 26 08:40:51 EST 2016	Fri Feb 26 08:41:30 EST 2016	Fri Feb 26 14:42:36 EST 2016						0.03	3
39O6Z4JLX2B08FDEG1TOY7R8NHZVXA	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:34 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#2	3600	2592000	Sun Feb 28 01:22:34 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX2B08FDEG1TOY7R8NHZVXA	34FNN24DCNNBXAL3582F27Z0M2TY51	A3NMQ3019X6YE0	Approved	Sun Mar 27 06:14:28 EDT 2016	Fri Feb 26 05:10:55 EST 2016	Fri Feb 26 05:14:28 EST 2016	Fri Feb 26 14:45:27 EST 2016						0.03	2
3HYV4299H0ATR3QKD3SMI4MTWDN8E9	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:33 EST 2016	2	0	0	1	Reviewable	NotReviewed	scrambled#0.01#2	3600	2592000	Sun Feb 28 01:22:33 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3HYV4299H0ATR3QKD3SMI4MTWDN8E9	3S06PH7KSSI9BHPT8PDPMWCISZID1S	A3PA9CROZR3H8H	Submitted	Sun Mar 27 12:52:24 EDT 2016	Fri Feb 26 11:49:32 EST 2016	Fri Feb 26 11:52:24 EST 2016						Has ||| a ||| US ||| Congressman ||| , ||| Jones ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ? |||  $$$ 	0.01	2
3VMV5CHJZ8TA91EZMWT5933SN6NTG0	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:34 EST 2016	4	0	0	3	Reviewable	NotReviewed	scrambled#0.03#3	3600	2592000	Sun Feb 28 01:22:34 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3VMV5CHJZ8TA91EZMWT5933SN6NTG0	3QY5DC2MXSYMIYUN1JIZLYK0FBZFUC	A3PI90JN36UFUB	Submitted	Sun Mar 27 21:29:39 EDT 2016	Fri Feb 26 19:43:33 EST 2016	Fri Feb 26 20:29:39 EST 2016						Why ||| did ||| n't ||| you ||| bring ||| your ||| dictionary ||| today ||| ? |||  $$$ Linus ||| Torvalds ||| wrote ||| a ||| famous ||| rant ||| hating ||| on ||| C++ ||| . |||  $$$ Have ||| prisoners ||| imprisoned ||| during ||| October ||| 15-16 ||| riots ||| been ||| released ||| ? |||  $$$ When ||| was ||| the ||| attack ||| on ||| the ||| London ||| subway ||| ? |||  $$$ EB ||| Games ||| disses ||| Jobs ||| , ||| opens ||| Zune ||| pre-orders ||| . |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on ||| calories ||| , ||| fat ||| . |||  $$$ Bacteria ||| grow ||| in ||| a ||| wide ||| variety ||| of ||| habitats ||| and ||| conditions ||| . |||  $$$ My ||| dog ||| needed ||| surgery ||| after ||| eating ||| a ||| rupee ||| coin ||| . |||  $$$ The ||| lettuce ||| sat ||| out ||| so ||| long ||| it ||| has ||| started ||| to ||| wilt ||| . |||  $$$ Cook ||| hamburger ||| , ||| sausage ||| , ||| and ||| pasta ||| for ||| dinner ||| . |||  $$$ Was ||| bin ||| Laden ||| behind ||| the ||| September ||| 11 ||| attacks ||| ? |||  $$$ He ||| slanted ||| inside ||| the ||| corner ||| , ||| pushed ||| toward ||| the ||| snowbank ||| and ||| broke ||| into ||| a ||| scoring ||| pass ||| before ||| being ||| caught ||| . |||  $$$ I ||| saw ||| her ||| while ||| she ||| was ||| chewing ||| gum ||| . |||  $$$ Have ||| Ms. ||| Currie ||| 's ||| lawyers ||| stated ||| she ||| 's ||| not ||| aware ||| of ||| any ||| unethical ||| conduct ||| ? |||  $$$ Do ||| n't ||| sleep ||| in ||| the ||| subway ||| , ||| darling ||| . |||  $$$ Humans ||| have ||| an ||| erect ||| body ||| carriage ||| that ||| frees ||| their ||| upper ||| limbs ||| for ||| using tools ||| and ||| manipulating objects ||| . |||  $$$ Sony ||| joins ||| saga ||| in ||| battery ||| : ||| Laptop ||| recall ||| . |||  $$$ My ||| dog ||| ate ||| a ||| pumpkin ||| pie ||| last ||| Thanksgiving ||| . |||  $$$ Al ||| Qaeda ||| book ||| texts ||| to ||| be ||| published ||| in ||| US |||  $$$ The ||| baby ||| learned ||| to ||| crawl ||| , ||| walk ||| , ||| and ||| then ||| talk ||| . |||  $$$ I ||| saw ||| her ||| while ||| she ||| was ||| chewing ||| a ||| bone ||| . |||  $$$ Two ||| metro ||| trains ||| crash ||| in ||| Rome ||| , ||| dozens ||| hurt ||| . |||  $$$ Has ||| Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| after ||| the ||| Iraq ||| war ||| ended ||| ? |||  $$$ Has ||| the ||| concentration ||| of ||| toxic ||| chemical ||| agents ||| in ||| weapons ||| increased ||| prior ||| to ||| 1999 ||| of ||| marine ||| burials ||| ? |||  $$$ The ||| restaurant ||| serves ||| great ||| flounder ||| , ||| but ||| their ||| oysters ||| leave ||| something ||| to ||| be ||| desired ||| . |||  $$$ Remove ||| the ||| spacer ||| between ||| the ||| lever ||| and ||| the ||| shaft ||| ! |||  $$$ The ||| European ||| parliament ||| is ||| the ||| only ||| EU ||| body ||| directly ||| elected ||| . |||  $$$ 	0.03	3
3ZUE82NE0AFLXHQG8ECS0M7T8E28FR	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:33 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#2	3600	2592000	Sun Feb 28 01:22:33 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3ZUE82NE0AFLXHQG8ECS0M7T8E28FR	38BQUHLA9XEXB327RKA3HICKUO0MOM	A3PN3C5C9GAP9K	Approved	Sun Mar 27 09:49:31 EDT 2016	Fri Feb 26 08:45:09 EST 2016	Fri Feb 26 08:49:31 EST 2016	Fri Feb 26 14:49:25 EST 2016					Has ||| a ||| US ||| Congressman ||| Jones ||| , ||| after ||| the war ||| ended ||| , ||| visited ||| Iraq ||| ? |||  $$$ 	0.03	2
3WGZLY9VCH0OZXCKH8H2CM48W1M8DG	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:31 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#1	3600	2592000	Sun Feb 28 01:22:31 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3WGZLY9VCH0OZXCKH8H2CM48W1M8DG	3GD6L00D3TBCFBV6LICS5MZC1DQ1ME	A3QRZPJT2CT2IK	Approved	Sun Mar 27 09:35:51 EDT 2016	Fri Feb 26 08:31:40 EST 2016	Fri Feb 26 08:35:51 EST 2016	Fri Feb 26 15:03:33 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ There ||| are some portability issues with Boost ||| , ||| but ||| STL ||| is very portable ||| . |||  $$$ In ||| which city ||| is ||| John 's laptop ||| on the evening of Dec. 10th ||| ? |||  $$$ Have ||| prisoners ||| imprisoned during October 15-16 riots ||| been ||| released ||| ? |||  $$$ Was ||| the ||| painting ||| harmed ||| during the war ||| ? |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on fat , calories ||| . |||  $$$ I ||| ate ||| a stick of chewing gum ||| . |||  $$$ Mattel ||| , ||| UnitedHealth ||| rise ||| . |||  $$$ Stanford ||| is ||| located in California ||| . |||  $$$ The ||| baby ||| learned ||| to crawl , walk , and then talk ||| . |||  $$$ 	0.01	1
3SA4EMRVJVGF65A7RDVIJ1FFRMD0PZ	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:32 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.01#2	3600	2592000	Sun Feb 28 01:22:32 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3SA4EMRVJVGF65A7RDVIJ1FFRMD0PZ	36AHBNMV1SQ61N0WKEKY0JNSZJLDYI	A3RBT1V8BGYB2K	Approved	Sun Mar 27 04:09:07 EDT 2016	Fri Feb 26 02:53:36 EST 2016	Fri Feb 26 03:09:07 EST 2016	Fri Feb 26 14:50:26 EST 2016					Has ||| Jones ||| , ||| a ||| US ||| Congressman ||| , ||| visited ||| Iraq ||| after ||| the war ||| ended ||| ? |||  $$$ Jobs ||| disses ||| Zune ||| , ||| EB ||| Games ||| opens ||| pre-orders ||| . |||  $$$ My ||| cabbage ||| crop ||| is ||| infected ||| with ||| wilt ||| . |||  $$$ Mellitus ||| was ||| the ||| first ||| Bishop ||| of ||| London ||| . |||  $$$ 	0.01	2
3XAOZ9UYRZ50D6W4N9E7XBOZ1A4Q1I	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:33 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#1	3600	2592000	Sun Feb 28 01:22:33 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3XAOZ9UYRZ50D6W4N9E7XBOZ1A4Q1I	3SNLUL3WO518IQ4JNULXGBPKC5XLUV	A449IIYHDTWEC	Approved	Sun Mar 27 09:33:43 EDT 2016	Fri Feb 26 08:32:31 EST 2016	Fri Feb 26 08:33:43 EST 2016	Fri Feb 26 14:49:31 EST 2016						0.03	1
3H781YYV6TWCPNI8G13H90IGAQ8TEJ	35280GTXAM5X4X7592B90AT7EF8VOY	Unscramble English Sentences (Per sentence bonus!) (Chrome or Safari users only)	Put the words of a scrambled sentence in the correct order. You will get a bonus for each sentence you correctly unscramble.	sentences, scramble, unscramble, unscrambling, bonus	$0.05	Fri Feb 26 01:22:33 EST 2016	1	0	0	1	Reviewable	NotReviewed	scrambled#0.03#1	3600	2592000	Sun Feb 28 01:22:33 EST 2016	https://requester.mturk.com/mturk/manageHIT?HITId=3H781YYV6TWCPNI8G13H90IGAQ8TEJ	34YB12FSQZ29JQL931XVC93I322GMM	A7MMR8ZRJR4SB	Approved	Sun Mar 27 08:36:29 EDT 2016	Fri Feb 26 07:26:08 EST 2016	Fri Feb 26 07:36:29 EST 2016	Fri Feb 26 14:48:19 EST 2016					A third ||| of the money ||| is ||| mine ||| . |||  $$$ There ||| are some portability issues with Boost ||| but ||| , ||| STL ||| is very portable ||| . |||  $$$ In ||| which city ||| is ||| John 's laptop ||| on the evening of Dec. 10th ||| ? |||  $$$ Have ||| prisoners ||| imprisoned during October 15-16 riots ||| been ||| released ||| ? |||  $$$ Was ||| the ||| painting ||| harmed ||| during the war ||| ? |||  $$$ Walt ||| Disney ||| cuts ||| down ||| on fat , calories ||| . |||  $$$ I ||| ate ||| a stick of chewing gum ||| . |||  $$$ UnitedHealth ||| , ||| Mattel ||| rise ||| . |||  $$$ Stanford ||| is ||| located in California ||| . |||  $$$ The ||| baby ||| learned ||| to crawl , walk , and then talk ||| . |||  $$$ Pick ||| up ||| the torque wrench ||| . |||  $$$ Is ||| this ||| his ||| computer ||| ? |||  $$$ Laptop battery recall saga ||| : ||| Sony ||| joins in ||| . |||  $$$ Most ||| dogs ||| eat ||| kibble ||| . |||  $$$ Turn ||| left ||| at the light ||| . |||  $$$ Carnage ||| in ||| Sri Lanka ||| . |||  $$$ Are ||| you ||| going ||| ? |||  $$$ How ||| are ||| you ||| ? |||  $$$ Get ||| me ||| the book on the coffee table ||| . |||  $$$ The ||| dog ||| bit ||| the cat ||| . |||  $$$ A third ||| of the crows ||| are ||| dead ||| . |||  $$$ One in two injecting drug users ||| test ||| positive for HIV ||| now ||| in Jakarta ||| . |||  $$$ But ||| Cech ||| stays ||| in ||| for observation ||| . |||  $$$ All ||| four ||| have ||| denied they are linked to al-Qaeda ||| . |||  $$$ In ||| the 60s ||| , ||| Yoko ||| Ono ||| campaigned for peace in Vietnam ||| and ||| married John Lennon ||| . |||  $$$ Healthy ||| move ||| for ||| Disney ||| ? |||  $$$ Japan ||| eyes further sanction ||| , ||| welcomes UN resolution on N Korea ||| . |||  $$$ Food ||| shortages ||| looming ||| as N Korea faces sanctions ||| . |||  $$$ NK ||| test ||| yet ||| to be confirmed ||| . |||  $$$ The ||| European ||| parliament ||| is ||| the only directly elected EU body ||| . |||  $$$ 	0.03	1
